-182.912, 78.051, 1.889,  1.765
-182.891, 77.993, 1.843,  1.798
-182.872, 77.938, 1.770,  1.831
-182.853, 77.884, 1.715,  1.864
-182.834, 77.832, 1.667,  1.897
-182.815, 77.781, 1.631,  1.930
-182.797, 77.731, 1.610,  1.963
-182.779, 77.680, 1.605,  1.996
-182.761, 77.629, 1.620,  2.029
-182.743, 77.578, 1.654,  2.062
-182.724, 77.524, 1.704,  2.095
-182.706, 77.468, 1.767,  2.128
-182.687, 77.410, 1.839,  2.161
-182.667, 77.349, 1.916,  2.194
-182.648, 77.286, 1.988,  2.227
-182.628, 77.221, 2.025,  2.260
-182.609, 77.155, 2.034,  2.293
-182.590, 77.090, 2.023,  2.326
-182.572, 77.026, 1.999,  2.359
-182.554, 76.963, 1.964,  2.392
-182.537, 76.902, 1.922,  2.425
-182.521, 76.842, 1.855,  2.458
-182.505, 76.784, 1.802,  2.491
-182.489, 76.728, 1.757,  2.524
-182.474, 76.673, 1.724,  2.557
-182.459, 76.618, 1.704,  2.590
-182.445, 76.563, 1.702,  2.623
-182.430, 76.508, 1.718,  2.656
-182.415, 76.451, 1.754,  2.689
-182.400, 76.393, 1.806,  2.722
-182.385, 76.332, 1.872,  2.755
-182.370, 76.269, 1.948,  2.788
-182.354, 76.203, 2.032,  2.821
-182.338, 76.135, 2.103,  2.854
-182.323, 76.065, 2.136,  2.887
-182.307, 75.995, 2.138,  2.920
-182.292, 75.926, 2.122,  2.953
-182.278, 75.857, 2.092,  2.986
-182.264, 75.790, 2.053,  3.019
-182.250, 75.725, 1.990,  3.052
-182.238, 75.662, 1.938,  3.085
-182.225, 75.600, 1.896,  3.118
-182.213, 75.539, 1.864,  3.151
-182.201, 75.479, 1.847,  3.184
-182.189, 75.419, 1.846,  3.217
-182.178, 75.358, 1.864,  3.250
-182.166, 75.296, 1.900,  3.283
-182.154, 75.232, 1.952,  3.316
-182.142, 75.165, 2.017,  3.349
-182.130, 75.097, 2.092,  3.382
-182.118, 75.025, 2.165,  3.415
-182.105, 74.952, 2.223,  3.448
-182.093, 74.878, 2.247,  3.481
-182.082, 74.804, 2.242,  3.514
-182.070, 74.730, 2.220,  3.547
-182.059, 74.658, 2.185,  3.580
-182.048, 74.588, 2.142,  3.613
-182.038, 74.519, 2.074,  3.646
-182.028, 74.453, 2.017,  3.679
-182.019, 74.388, 1.973,  3.712
-182.010, 74.324, 1.940,  3.745
-182.001, 74.260, 1.922,  3.778
-181.992, 74.197, 1.921,  3.811
-181.983, 74.133, 1.940,  3.844
-181.975, 74.068, 1.979,  3.877
-181.966, 74.000, 2.037,  3.910
-181.957, 73.930, 2.111,  3.943
-181.948, 73.858, 2.188,  3.976
-181.939, 73.783, 2.260,  4.009
-181.930, 73.706, 2.324,  4.042
-181.921, 73.627, 2.375,  4.075
-181.912, 73.548, 2.392,  4.108
-181.903, 73.468, 2.382,  4.141
-181.895, 73.390, 2.355,  4.174
-181.887, 73.314, 2.315,  4.207
-181.879, 73.239, 2.252,  4.240
-181.872, 73.166, 2.196,  4.273
-181.865, 73.095, 2.151,  4.306
-181.858, 73.025, 2.121,  4.339
-181.851, 72.955, 2.104,  4.372
-181.844, 72.885, 2.104,  4.405
-181.838, 72.815, 2.124,  4.438
-181.831, 72.743, 2.163,  4.471
-181.825, 72.670, 2.218,  4.504
-181.818, 72.594, 2.281,  4.537
-181.812, 72.516, 2.344,  4.570
-181.805, 72.436, 2.403,  4.603
-181.799, 72.354, 2.458,  4.636
-181.792, 72.271, 2.500,  4.669
-181.786, 72.187, 2.511,  4.702
-181.780, 72.104, 2.496,  4.735
-181.774, 72.022, 2.464,  4.768
-181.768, 71.942, 2.420,  4.801
-181.763, 71.863, 2.354,  4.834
-181.757, 71.787, 2.293,  4.867
-181.753, 71.713, 2.244,  4.900
-181.748, 71.639, 2.211,  4.933
-181.743, 71.566, 2.194,  4.966
-181.738, 71.494, 2.194,  4.999
-181.734, 71.420, 2.214,  5.032
-181.729, 71.345, 2.256,  5.065
-181.725, 71.268, 2.314,  5.098
-181.720, 71.189, 2.378,  5.131
-181.716, 71.107, 2.442,  5.164
-181.711, 71.024, 2.505,  5.197
-181.707, 70.939, 2.563,  5.230
-181.702, 70.852, 2.610,  5.263
-181.698, 70.764, 2.625,  5.296
-181.694, 70.677, 2.613,  5.329
-181.689, 70.591, 2.582,  5.362
-181.685, 70.507, 2.528,  5.395
-181.682, 70.424, 2.475,  5.428
-181.678, 70.344, 2.430,  5.461
-181.675, 70.264, 2.397,  5.494
-181.671, 70.185, 2.381,  5.527
-181.668, 70.106, 2.385,  5.560
-181.665, 70.026, 2.408,  5.593
-181.661, 69.944, 2.447,  5.626
-181.658, 69.861, 2.495,  5.659
-181.655, 69.776, 2.548,  5.692
-181.652, 69.690, 2.602,  5.725
-181.649, 69.601, 2.656,  5.758
-181.645, 69.511, 2.707,  5.791
-181.642, 69.420, 2.748,  5.824
-181.639, 69.327, 2.758,  5.857
-181.636, 69.236, 2.742,  5.890
-181.633, 69.146, 2.706,  5.923
-181.631, 69.058, 2.649,  5.956
-181.628, 68.971, 2.592,  5.989
-181.626, 68.887, 2.542,  6.022
-181.623, 68.803, 2.506,  6.055
-181.621, 68.721, 2.486,  6.088
-181.619, 68.638, 2.487,  6.121
-181.617, 68.555, 2.508,  6.154
-181.614, 68.470, 2.547,  6.187
-181.612, 68.383, 2.596,  6.220
-181.610, 68.295, 2.652,  6.253
-181.608, 68.205, 2.711,  6.286
-181.606, 68.112, 2.769,  6.319
-181.603, 68.018, 2.825,  6.352
-181.601, 67.923, 2.877,  6.385
-181.599, 67.825, 2.917,  6.418
-181.597, 67.728, 2.927,  6.451
-181.595, 67.631, 2.908,  6.484
-181.593, 67.535, 2.870,  6.517
-181.592, 67.441, 2.811,  6.550
-181.590, 67.350, 2.751,  6.583
-181.588, 67.260, 2.698,  6.616
-181.587, 67.172, 2.658,  6.649
-181.585, 67.084, 2.634,  6.682
-181.584, 66.997, 2.630,  6.715
-181.582, 66.909, 2.648,  6.748
-181.581, 66.819, 2.684,  6.781
-181.579, 66.728, 2.733,  6.814
-181.578, 66.635, 2.789,  6.847
-181.576, 66.540, 2.849,  6.880
-181.575, 66.443, 2.909,  6.913
-181.574, 66.344, 2.967,  6.946
-181.572, 66.244, 3.022,  6.979
-181.571, 66.141, 3.071,  7.012
-181.570, 66.038, 3.109,  7.045
-181.568, 65.934, 3.115,  7.078
-181.567, 65.831, 3.093,  7.111
-181.566, 65.729, 3.051,  7.144
-181.565, 65.630, 2.988,  7.177
-181.564, 65.532, 2.924,  7.210
-181.563, 65.437, 2.867,  7.243
-181.562, 65.343, 2.822,  7.276
-181.561, 65.250, 2.794,  7.309
-181.560, 65.157, 2.785,  7.342
-181.559, 65.064, 2.799,  7.375
-181.558, 64.970, 2.832,  7.408
-181.557, 64.874, 2.879,  7.441
-181.556, 64.776, 2.935,  7.474
-181.555, 64.677, 2.996,  7.507
-181.554, 64.575, 3.059,  7.540
-181.553, 64.471, 3.121,  7.573
-181.552, 64.365, 3.179,  7.606
-181.552, 64.257, 3.233,  7.639
-181.551, 64.148, 3.281,  7.672
-181.550, 64.037, 3.317,  7.705
-181.549, 63.926, 3.321,  7.738
-181.548, 63.816, 3.296,  7.771
-181.548, 63.708, 3.250,  7.804
-181.547, 63.602, 3.184,  7.837
-181.546, 63.498, 3.117,  7.870
-181.546, 63.397, 3.055,  7.903
-181.545, 63.297, 3.006,  7.936
-181.544, 63.198, 2.972,  7.969
-181.544, 63.099, 2.958,  8.002
-181.543, 63.001, 2.967,  8.035
-181.543, 62.901, 2.997,  8.068
-181.542, 62.800, 3.043,  8.101
-181.542, 62.696, 3.099,  8.134
-181.541, 62.591, 3.162,  8.167
-181.540, 62.483, 3.227,  8.200
-181.540, 62.374, 3.292,  8.233
-181.539, 62.262, 3.356,  8.266
-181.539, 62.148, 3.414,  8.299
-181.538, 62.032, 3.468,  8.332
-181.538, 61.915, 3.514,  8.365
-181.537, 61.797, 3.548,  8.398
-181.537, 61.679, 3.550,  8.431
-181.536, 61.561, 3.522,  8.464
-181.536, 61.446, 3.471,  8.497
-181.535, 61.332, 3.403,  8.530
-181.535, 61.222, 3.332,  8.563
-181.535, 61.113, 3.266,  8.596
-181.534, 61.006, 3.211,  8.629
-181.534, 60.901, 3.172,  8.662
-181.533, 60.796, 3.153,  8.695
-181.533, 60.691, 3.157,  8.728
-181.533, 60.585, 3.182,  8.761
-181.532, 60.477, 3.226,  8.794
-181.532, 60.368, 3.283,  8.827
-181.532, 60.256, 3.347,  8.860
-181.531, 60.142, 3.415,  8.893
-181.531, 60.026, 3.484,  8.926
-181.531, 59.908, 3.552,  8.959
-181.530, 59.787, 3.617,  8.992
-181.530, 59.665, 3.676,  9.025
-181.530, 59.541, 3.728,  9.058
-181.529, 59.415, 3.768,  9.091
-181.529, 59.289, 3.776,  9.124
-181.529, 59.164, 3.749,  9.157
-181.528, 59.041, 3.700,  9.190
-181.528, 58.920, 3.642,  9.223
-181.528, 58.800, 3.584,  9.256
-181.528, 58.683, 3.533,  9.289
-181.527, 58.567, 3.496,  9.322
-181.527, 58.451, 3.475,  9.355
-181.527, 58.335, 3.476,  9.388
-181.527, 58.219, 3.497,  9.421
-181.526, 58.101, 3.533,  9.454
-181.526, 57.982, 3.580,  9.487
-181.526, 57.861, 3.635,  9.520
-181.525, 57.738, 3.693,  9.553
-181.525, 57.613, 3.752,  9.586
-181.525, 57.486, 3.810,  9.619
-181.525, 57.357, 3.865,  9.652
-181.525, 57.227, 3.916,  9.685
-181.524, 57.095, 3.961,  9.718
-181.524, 56.962, 4.000,  9.751
-181.524, 56.827, 4.027,  9.784
-181.524, 56.693, 4.023,  9.817
-181.523, 56.560, 3.986,  9.850
-181.523, 56.430, 3.929,  9.883
-181.523, 56.301, 3.864,  9.916
-181.523, 56.174, 3.799,  9.949
-181.523, 56.050, 3.741,  9.982
-181.522, 55.927, 3.697, 10.015
-181.522, 55.805, 3.670, 10.048
-181.522, 55.683, 3.664, 10.081
-181.522, 55.560, 3.681, 10.114
-181.522, 55.436, 3.717, 10.147
-181.521, 55.311, 3.766, 10.180
-181.521, 55.184, 3.824, 10.213
-181.521, 55.054, 3.888, 10.246
-181.521, 54.922, 3.953, 10.279
-181.521, 54.788, 4.018, 10.312
-181.520, 54.652, 4.081, 10.345
-181.520, 54.514, 4.140, 10.378
-181.520, 54.375, 4.194, 10.411
-181.520, 54.233, 4.241, 10.444
-181.520, 54.091, 4.282, 10.477
-181.520, 53.947, 4.316, 10.510
-181.519, 53.803, 4.337, 10.543
-181.519, 53.658, 4.327, 10.576
-181.519, 53.515, 4.288, 10.609
-181.519, 53.374, 4.235, 10.642
-181.519, 53.235, 4.177, 10.675
-181.518, 53.098, 4.124, 10.708
-181.518, 52.962, 4.080, 10.741
-181.518, 52.828, 4.052, 10.774
-181.518, 52.693, 4.043, 10.807
-181.518, 52.558, 4.054, 10.840
-181.517, 52.422, 4.081, 10.873
-181.517, 52.285, 4.120, 10.906
-181.517, 52.146, 4.167, 10.939
-181.517, 52.006, 4.219, 10.972
-181.517, 51.863, 4.274, 11.005
-181.516, 51.719, 4.328, 11.038
-181.516, 51.573, 4.382, 11.071
-181.516, 51.425, 4.433, 11.104
-181.516, 51.276, 4.479, 11.137
-181.516, 51.125, 4.521, 11.170
-181.515, 50.974, 4.558, 11.203
-181.515, 50.821, 4.589, 11.236
-181.515, 50.667, 4.616, 11.269
-181.515, 50.513, 4.637, 11.302
-181.515, 50.358, 4.654, 11.335
-181.514, 50.202, 4.667, 11.368
-181.514, 50.047, 4.678, 11.401
-181.514, 49.891, 4.685, 11.434
-181.514, 49.735, 4.692, 11.467
-181.514, 49.578, 4.697, 11.500
-181.513, 49.422, 4.702, 11.533
-181.513, 49.265, 4.707, 11.566
-181.513, 49.108, 4.713, 11.599
-181.513, 48.951, 4.719, 11.632
-181.513, 48.794, 4.727, 11.665
-181.512, 48.636, 4.736, 11.698
-181.512, 48.478, 4.746, 11.731
-181.512, 48.319, 4.757, 11.764
-181.512, 48.161, 4.769, 11.797
-181.512, 48.001, 4.783, 11.830
-181.512, 47.841, 4.797, 11.863
-181.511, 47.681, 4.812, 11.896
-181.511, 47.520, 4.827, 11.929
-181.511, 47.359, 4.843, 11.962
-181.511, 47.197, 4.859, 11.995
-181.511, 47.035, 4.875, 12.028
-181.510, 46.872, 4.891, 12.061
-181.510, 46.708, 4.908, 12.094
-181.510, 46.544, 4.924, 12.127
-181.510, 46.380, 4.940, 12.160
-181.510, 46.215, 4.956, 12.193
-181.509, 46.049, 4.972, 12.226
-181.509, 45.883, 4.987, 12.259
-181.509, 45.716, 5.003, 12.292
-181.509, 45.549, 5.018, 12.325
-181.509, 45.382, 5.033, 12.358
-181.508, 45.213, 5.048, 12.391
-181.508, 45.045, 5.063, 12.424
-181.508, 44.876, 5.078, 12.457
-181.508, 44.706, 5.091, 12.490
-181.507, 44.536, 5.100, 12.523
-181.507, 44.366, 5.094, 12.556
-181.507, 44.197, 5.078, 12.589
-181.507, 44.028, 5.062, 12.622
-181.507, 43.860, 5.050, 12.655
-181.506, 43.692, 5.044, 12.688
-181.506, 43.524, 5.041, 12.721
-181.506, 43.356, 5.044, 12.754
-181.506, 43.188, 5.052, 12.787
-181.505, 43.019, 5.064, 12.820
-181.505, 42.850, 5.082, 12.853
-181.505, 42.680, 5.103, 12.886
-181.505, 42.509, 5.128, 12.919
-181.504, 42.337, 5.157, 12.952
-181.504, 42.164, 5.189, 12.985
-181.504, 41.990, 5.223, 13.018
-181.504, 41.815, 5.258, 13.051
-181.503, 41.639, 5.294, 13.084
-181.503, 41.461, 5.331, 13.117
-181.503, 41.282, 5.366, 13.150
-181.503, 41.102, 5.401, 13.183
-181.503, 40.921, 5.434, 13.216
-181.502, 40.739, 5.465, 13.249
-181.502, 40.556, 5.494, 13.282
-181.502, 40.373, 5.520, 13.315
-181.501, 40.188, 5.544, 13.348
-181.501, 40.003, 5.565, 13.381
-181.501, 39.817, 5.584, 13.414
-181.501, 39.630, 5.601, 13.447
-181.500, 39.443, 5.616, 13.480
-181.500, 39.256, 5.629, 13.513
-181.500, 39.068, 5.641, 13.546
-181.500, 38.879, 5.652, 13.579
-181.499, 38.691, 5.663, 13.612
-181.499, 38.502, 5.673, 13.645
-181.499, 38.313, 5.683, 13.678
-181.498, 38.123, 5.693, 13.711
-181.498, 37.933, 5.704, 13.744
-181.498, 37.743, 5.715, 13.777
-181.498, 37.552, 5.727, 13.810
-181.497, 37.361, 5.740, 13.843
-181.497, 37.169, 5.754, 13.876
-181.497, 36.977, 5.768, 13.909
-181.496, 36.784, 5.784, 13.942
-181.496, 36.591, 5.801, 13.975
-181.496, 36.397, 5.819, 14.008
-181.495, 36.202, 5.838, 14.041
-181.495, 36.007, 5.858, 14.074
-181.495, 35.811, 5.878, 14.107
-181.494, 35.615, 5.899, 14.140
-181.494, 35.417, 5.921, 14.173
-181.494, 35.219, 5.943, 14.206
-181.493, 35.021, 5.965, 14.239
-181.493, 34.821, 5.987, 14.272
-181.493, 34.621, 6.010, 14.305
-181.493, 34.420, 6.032, 14.338
-181.492, 34.218, 6.054, 14.371
-181.492, 34.016, 6.075, 14.404
-181.491, 33.813, 6.097, 14.437
-181.491, 33.609, 6.118, 14.470
-181.491, 33.404, 6.138, 14.503
-181.490, 33.199, 6.158, 14.536
-181.490, 32.993, 6.178, 14.569
-181.490, 32.787, 6.198, 14.602
-181.489, 32.580, 6.217, 14.635
-181.489, 32.372, 6.236, 14.668
-181.489, 32.164, 6.255, 14.701
-181.488, 31.955, 6.274, 14.734
-181.488, 31.745, 6.292, 14.767
-181.488, 31.535, 6.311, 14.800
-181.487, 31.324, 6.329, 14.833
-181.487, 31.112, 6.348, 14.866
-181.486, 30.900, 6.367, 14.899
-181.486, 30.687, 6.386, 14.932
-181.486, 30.474, 6.406, 14.965
-181.485, 30.260, 6.425, 14.998
-181.485, 30.045, 6.445, 15.031
-181.484, 29.830, 6.465, 15.064
-181.484, 29.614, 6.486, 15.097
-181.484, 29.397, 6.506, 15.130
-181.483, 29.179, 6.527, 15.163
-181.483, 28.961, 6.548, 15.196
-181.482, 28.742, 6.570, 15.229
-181.482, 28.523, 6.591, 15.262
-181.481, 28.302, 6.613, 15.295
-181.481, 28.081, 6.635, 15.328
-181.481, 27.859, 6.657, 15.361
-181.480, 27.637, 6.679, 15.394
-181.480, 27.414, 6.701, 15.427
-181.479, 27.190, 6.723, 15.460
-181.479, 26.965, 6.745, 15.493
-181.478, 26.740, 6.767, 15.526
-181.478, 26.513, 6.788, 15.559
-181.477, 26.287, 6.810, 15.592
-181.477, 26.059, 6.831, 15.625
-181.477, 25.831, 6.853, 15.658
-181.476, 25.602, 6.874, 15.691
-181.476, 25.372, 6.895, 15.724
-181.475, 25.142, 6.916, 15.757
-181.475, 24.910, 6.937, 15.790
-181.474, 24.679, 6.958, 15.823
-181.474, 24.446, 6.979, 15.856
-181.473, 24.213, 7.001, 15.889
-181.473, 23.979, 7.022, 15.922
-181.472, 23.744, 7.044, 15.955
-181.472, 23.509, 7.066, 15.988
-181.471, 23.273, 7.088, 16.021
-181.471, 23.036, 7.110, 16.054
-181.470, 22.798, 7.132, 16.087
-181.470, 22.560, 7.155, 16.120
-181.469, 22.321, 7.178, 16.153
-181.468, 22.081, 7.201, 16.186
-181.468, 21.840, 7.224, 16.219
-181.467, 21.599, 7.247, 16.252
-181.467, 21.357, 7.270, 16.285
-181.466, 21.114, 7.294, 16.318
-181.466, 20.870, 7.317, 16.351
-181.465, 20.625, 7.341, 16.384
-181.465, 20.380, 7.364, 16.417
-181.464, 20.134, 7.388, 16.450
-181.463, 19.887, 7.412, 16.483
-181.463, 19.639, 7.435, 16.516
-181.462, 19.391, 7.459, 16.549
-181.462, 19.142, 7.483, 16.582
-181.461, 18.892, 7.507, 16.615
-181.460, 18.641, 7.530, 16.648
-181.460, 18.389, 7.554, 16.681
-181.459, 18.137, 7.578, 16.714
-181.459, 17.884, 7.602, 16.747
-181.458, 17.630, 7.625, 16.780
-181.457, 17.375, 7.649, 16.813
-181.457, 17.119, 7.673, 16.846
-181.456, 16.863, 7.697, 16.879
-181.456, 16.606, 7.721, 16.912
-181.455, 16.348, 7.745, 16.945
-181.454, 16.089, 7.769, 16.978
-181.454, 15.829, 7.793, 17.011
-181.453, 15.569, 7.817, 17.044
-181.452, 15.308, 7.841, 17.077
-181.452, 15.046, 7.866, 17.110
-181.451, 14.783, 7.890, 17.143
-181.450, 14.519, 7.915, 17.176
-181.449, 14.255, 7.940, 17.209
-181.449, 13.990, 7.965, 17.242
-181.448, 13.723, 7.991, 17.275
-181.447, 13.456, 8.016, 17.308
-181.447, 13.189, 8.041, 17.341
-181.446, 12.920, 8.067, 17.374
-181.445, 12.650, 8.093, 17.407
-181.445, 12.380, 8.119, 17.440
-181.444, 12.109, 8.145, 17.473
-181.443, 11.836, 8.171, 17.506
-181.442, 11.563, 8.197, 17.539
-181.442, 11.289, 8.223, 17.572
-181.441, 11.015, 8.250, 17.605
-181.440, 10.739, 8.276, 17.638
-181.439, 10.462, 8.303, 17.671
-181.438, 10.185, 8.329, 17.704
-181.438, 9.907, 8.356, 17.737
-181.437, 9.628, 8.383, 17.770
-181.436, 9.347, 8.410, 17.803
-181.435, 9.066, 8.436, 17.836
-181.434, 8.785, 8.463, 17.869
-181.434, 8.502, 8.490, 17.902
-181.433, 8.218, 8.517, 17.935
-181.432, 7.933, 8.545, 17.968
-181.431, 7.648, 8.572, 18.001
-181.430, 7.361, 8.599, 18.034
-181.430, 7.074, 8.627, 18.067
-181.429, 6.786, 8.654, 18.100
-181.428, 6.497, 8.682, 18.133
-181.427, 6.207, 8.709, 18.166
-181.426, 5.916, 8.737, 18.199
-181.425, 5.624, 8.765, 18.232
-181.424, 5.331, 8.793, 18.265
-181.423, 5.037, 8.821, 18.298
-181.423, 4.742, 8.849, 18.331
-181.422, 4.447, 8.877, 18.364
-181.421, 4.150, 8.906, 18.397
-181.420, 3.852, 8.934, 18.430
-181.419, 3.554, 8.962, 18.463
-181.418, 3.254, 8.991, 18.496
-181.417, 2.954, 9.020, 18.529
-181.416, 2.653, 9.049, 18.562
-181.415, 2.350, 9.078, 18.595
-181.414, 2.047, 9.107, 18.628
-181.413, 1.743, 9.136, 18.661
-181.412, 1.437, 9.165, 18.694
-181.411, 1.131, 9.194, 18.727
-181.410, 0.824, 9.224, 18.760
-181.409, 0.516, 9.253, 18.793
-181.408, 0.206, 9.283, 18.826
-181.407, -0.104, 9.313, 18.859
-181.406, -0.415, 9.342, 18.892
-181.405, -0.727, 9.372, 18.925
-181.404, -1.040, 9.402, 18.958
-181.403, -1.354, 9.432, 18.991
-181.402, -1.670, 9.462, 19.024
-181.401, -1.986, 9.493, 19.057
-181.400, -2.303, 9.523, 19.090
-181.399, -2.621, 9.554, 19.123
-181.398, -2.940, 9.584, 19.156
-181.397, -3.261, 9.615, 19.189
-181.395, -3.582, 9.646, 19.222
-181.394, -3.904, 9.676, 19.255
-181.393, -4.228, 9.707, 19.288
-181.392, -4.552, 9.738, 19.321
-181.391, -4.877, 9.770, 19.354
-181.390, -5.204, 9.801, 19.387
-181.389, -5.531, 9.832, 19.420
-181.387, -5.860, 9.864, 19.453
-181.386, -6.189, 9.895, 19.486
-181.385, -6.520, 9.927, 19.519
-181.384, -6.852, 9.959, 19.552
-181.383, -7.184, 9.991, 19.585
-181.381, -7.518, 10.023, 19.618
-181.380, -7.853, 10.055, 19.651
-181.379, -8.189, 10.087, 19.684
-181.378, -8.526, 10.119, 19.717
-181.376, -8.864, 10.152, 19.750
-181.375, -9.204, 10.184, 19.783
-181.374, -9.544, 10.217, 19.816
-181.373, -9.885, 10.250, 19.849
-181.371, -10.228, 10.282, 19.882
-181.370, -10.571, 10.315, 19.915
-181.369, -10.916, 10.348, 19.948
-181.367, -11.262, 10.381, 19.981
-181.366, -11.609, 10.415, 20.014
-181.365, -11.957, 10.448, 20.047
-181.364, -12.306, 10.481, 20.080
-181.362, -12.656, 10.515, 20.113
-181.361, -13.007, 10.548, 20.146
-181.359, -13.360, 10.582, 20.179
-181.358, -13.713, 10.616, 20.212
-181.357, -14.068, 10.650, 20.245
-181.355, -14.424, 10.684, 20.278
-181.354, -14.781, 10.718, 20.311
-181.352, -15.139, 10.753, 20.344
-181.351, -15.499, 10.787, 20.377
-181.350, -15.859, 10.822, 20.410
-181.348, -16.221, 10.856, 20.443
-181.347, -16.583, 10.891, 20.476
-181.345, -16.947, 10.926, 20.509
-181.344, -17.312, 10.961, 20.542
-181.342, -17.679, 10.996, 20.575
-181.341, -18.046, 11.031, 20.608
-181.339, -18.415, 11.066, 20.641
-181.338, -18.784, 11.102, 20.674
-181.336, -19.155, 11.137, 20.707
-181.334, -19.527, 11.173, 20.740
-181.333, -19.901, 11.208, 20.773
-181.331, -20.275, 11.244, 20.806
-181.330, -20.651, 11.280, 20.839
-181.328, -21.028, 11.316, 20.872
-181.326, -21.406, 11.352, 20.905
-181.325, -21.785, 11.389, 20.938
-181.323, -22.166, 11.425, 20.971
-181.322, -22.548, 11.461, 21.004
-181.320, -22.931, 11.498, 21.037
-181.318, -23.315, 11.535, 21.070
-181.317, -23.700, 11.572, 21.103
-181.315, -24.087, 11.609, 21.136
-181.313, -24.475, 11.647, 21.169
-181.311, -24.864, 11.684, 21.202
-181.310, -25.254, 11.722, 21.235
-181.308, -25.646, 11.760, 21.268
-181.306, -26.039, 11.798, 21.301
-181.304, -26.433, 11.837, 21.334
-181.303, -26.829, 11.875, 21.367
-181.301, -27.226, 11.914, 21.400
-181.299, -27.624, 11.953, 21.433
-181.297, -28.023, 11.992, 21.466
-181.295, -28.424, 12.031, 21.499
-181.294, -28.826, 12.071, 21.532
-181.292, -29.230, 12.111, 21.565
-181.290, -29.634, 12.150, 21.598
-181.288, -30.040, 12.190, 21.631
-181.286, -30.448, 12.230, 21.664
-181.284, -30.856, 12.270, 21.697
-181.282, -31.266, 12.311, 21.730
-181.280, -31.678, 12.351, 21.763
-181.278, -32.090, 12.392, 21.796
-181.276, -32.505, 12.432, 21.829
-181.274, -32.920, 12.473, 21.862
-181.272, -33.337, 12.514, 21.895
-181.270, -33.755, 12.555, 21.928
-181.268, -34.175, 12.596, 21.961
-181.266, -34.595, 12.637, 21.994
-181.264, -35.018, 12.679, 22.027
-181.262, -35.441, 12.720, 22.060
-181.260, -35.867, 12.762, 22.093
-181.258, -36.293, 12.804, 22.126
-181.256, -36.721, 12.845, 22.159
-181.254, -37.150, 12.887, 22.192
-181.252, -37.581, 12.929, 22.225
-181.249, -38.013, 12.972, 22.258
-181.247, -38.446, 13.014, 22.291
-181.245, -38.881, 13.056, 22.324
-181.243, -39.317, 13.099, 22.357
-181.241, -39.755, 13.141, 22.390
-181.238, -40.194, 13.184, 22.423
-181.236, -40.635, 13.227, 22.456
-181.234, -41.077, 13.270, 22.489
-181.232, -41.520, 13.313, 22.522
-181.229, -41.965, 13.357, 22.555
-181.227, -42.411, 13.400, 22.588
-181.225, -42.859, 13.444, 22.621
-181.222, -43.308, 13.487, 22.654
-181.220, -43.759, 13.531, 22.687
-181.218, -44.211, 13.575, 22.720
-181.215, -44.665, 13.619, 22.753
-181.213, -45.120, 13.663, 22.786
-181.210, -45.576, 13.708, 22.819
-181.208, -46.035, 13.752, 22.852
-181.205, -46.494, 13.797, 22.885
-181.203, -46.955, 13.842, 22.918
-181.200, -47.418, 13.887, 22.951
-181.198, -47.882, 13.932, 22.984
-181.195, -48.347, 13.977, 23.017
-181.193, -48.814, 14.022, 23.050
